LocalTime,W,DHT11_temp,DHT11_humidity,LM35_tempC,INA219_busVoltage_V,INA219_shuntVoltage_mV,INA219_current_mA,INA219_power_mW,ACS712_20A_current_A,,,,,
2025/4/24 03:41,0,33,60,33.69,0,-0.02,-2,0,0.12,,,,,
2025/4/24 03:42,0,33,60,34.18,0,-0.02,-2,0,0.12,,,,,
2025/4/24 03:43,0,33,61,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/24 03:45,0,33,60,33.2,0,-0.01,-1,0,0.13,,,,,
2025/4/24 03:46,0,33,60,34.67,0,-0.01,-1,0,0.12,,,,,
2025/4/24 03:47,0,33,60,34.18,0,0,-2,0,0.12,,,,,
2025/4/24 03:48,0,33,59,33.69,0,-0.01,-1,0,0.13,,,,,
2025/4/24 03:49,0,33,59,33.2,0,-0.02,-2,0,0.12,,,,,
2025/4/24 03:50,0,33,59,34.67,0,-0.01,-1,0,0.11,,,,,
2025/4/24 03:51,0,33,60,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/24 03:53,0,33,60,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/24 03:54,0,33,60,33.69,0,-0.01,-2,0,0.12,,,,,
2025/4/24 03:55,0,33,59,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/24 03:56,0,33,59,34.18,0,-0.02,-2,0,0.12,,,,,
2025/4/24 03:57,0,33,60,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/24 03:58,0,33,60,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:00,0,33,60,34.18,0,-0.02,-2,0,0.12,,,,,
2025/4/24 04:01,0,33,60,34.18,0,-0.01,-1,0,0.13,,,,,
2025/4/24 04:02,0,33,61,33.2,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:03,0,33,61,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:04,0,33,61,33.69,0,-0.01,-1,0,0.13,,,,,
2025/4/24 04:05,0,33,61,34.67,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:06,0,33,61,33.2,0,-0.02,-2,0,0.13,,,,,
2025/4/24 04:08,0,33,60,33.69,0,-0.02,-2,0,0.12,,,,,
2025/4/24 04:09,0,34,60,34.67,0,-0.02,-2,0,0.13,,,,,
2025/4/24 04:10,0,33,59,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:11,0,33,59,34.18,0,-0.02,-2,0,0.13,,,,,
2025/4/24 04:12,0,33,59,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:13,0,33,60,34.18,0,-0.02,-2,0,0.12,,,,,
2025/4/24 04:14,0,33,60,33.69,0,-0.02,-2,0,0.12,,,,,
2025/4/24 04:16,0,33,60,33.2,0,-0.02,-2,0,0.13,,,,,
2025/4/24 04:17,0,33,60,30.76,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:18,0,33,60,34.67,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:17,0,33,59,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:18,0,33,59,33.2,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:20,0,33,59,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:21,0,33,60,34.18,0,-0.01,-1,0,0.13,,,,,
2025/4/24 04:22,0,33,60,33.69,0,-0.02,-2,0,0.12,,,,,
2025/4/24 04:23,0,33,60,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:24,0,33,61,32.71,0,-0.02,-1,0,0.12,,,,,
2025/4/24 04:25,0,33,61,34.18,0,0,-1,0,0.12,,,,,
2025/4/24 04:26,0,33,61,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:28,0,33,61,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:29,0,33,60,34.18,0,-0.01,-1,0,0.13,,,,,
2025/4/24 04:30,0,33,60,33.2,0,-0.02,-2,0,0.12,,,,,
2025/4/24 04:31,0,33,60,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:32,0,33,59,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:33,0,33,59,33.69,0,-0.01,-1,0,0.13,,,,,
2025/4/24 04:34,0,33,59,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:36,0,33,60,34.18,0,-0.02,-2,0,0.12,,,,,
2025/4/24 04:37,0,33,60,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:38,0,33,59,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:39,0,33,59,33.69,0,-0.01,-1,0,0.13,,,,,
2025/4/24 04:40,0,33,60,34.67,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:41,0,33,60,33.69,0,-0.02,-2,0,0.12,,,,,
2025/4/24 04:42,0,33,60,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:44,0,33,61,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:45,0,33,61,33.69,0,-0.01,-1,0,0.13,,,,,
2025/4/24 04:46,0,33,61,34.18,0,-0.02,-2,0,0.13,,,,,
2025/4/24 04:47,0,33,61,33.2,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:48,0,33,61,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:49,0,33,61,33.69,0,-0.02,-2,0,0.13,,,,,
2025/4/24 04:50,0,33,60,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:52,0,33,60,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:53,0,33,60,33.69,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:54,0,33,59,34.18,0,-0.01,-1,0,0.12,,,,,
2025/4/24 04:55,0,33,59,33.69,0,-0.01,-1,0,0.13,,,,,
2025/4/24 04:56,0,33,59,34.67,0,0,0,0,0.11,,,,,
2025/4/24 04:57,0.0013,33,59,33.69,0,0,0,0,0.12,,,,,
2025/4/24 04:58,0.0012,33,60,33.69,0.01,-0.01,-1,0,0.13,,,,,
2025/4/24 05:00,0.0012,33,60,34.18,0.01,-0.01,-1,0,0.12,,,,,
2025/4/24 05:01,0.0012,33,60,33.2,0.01,-0.01,-1,0,0.12,,,,,
2025/4/24 05:02,0.0012,33,61,34.18,0.01,-0.02,-2,0,0.12,,,,,
2025/4/24 05:03,0.0024,33,61,33.2,0.01,-0.01,-1,0,0.12,,,,,
2025/4/24 05:04,0.0026,33,61,34.18,0.02,-0.01,-1,0,0.12,,,,,
2025/4/24 05:05,0.0036,33,61,34.18,0.02,-0.01,-2,0,0.13,,,,,
2025/4/24 05:06,0.0048,33,61,33.2,0.03,-0.01,-1,0,0.12,,,,,
2025/4/24 05:08,0.0072,33,61,33.69,0.04,-0.01,-1,0,0.12,,,,,
2025/4/24 05:09,0.0096,33,61,33.69,0.06,0,0,0,0.12,,,,,
2025/4/24 05:10,0.0132,33,61,33.69,0.08,-0.01,-1,0,0.12,,,,,
2025/4/24 05:11,0.018,33,60,34.18,0.11,-0.01,-1,0,0.12,,,,,
2025/4/24 05:12,0.0276,33,60,33.2,0.15,-0.01,-1,0,0.12,,,,,
2025/4/24 05:13,0.0336,34,60,33.69,0.23,-0.02,-2,0,0.12,,,,,
2025/4/24 05:14,0.0408,34,60,33.2,0.28,-0.01,-1,0,0.12,,,,,
2025/4/24 05:16,0.0492,34,60,34.18,0.34,-0.01,-1,0,0.12,,,,,
2025/4/24 05:17,0.065,34,60,35.16,0.41,-0.01,-1,0,0.12,,,,,
2025/4/24 05:18,0.0732,34,59,33.69,0.5,-0.01,-1,0,0.13,,,,,
2025/4/24 05:17,0.09,34,59,33.2,0.61,-0.01,-2,0,0.12,,,,,
2025/4/24 05:19,0.1209,34,59,34.18,0.75,-0.02,-2,0,0.12,,,,,
2025/4/24 05:20,0.1469,34,59,34.18,0.93,0,-1,0,0.13,,,,,
2025/4/24 05:21,0.1716,34,60,33.69,1.13,-0.01,-1,0,0.13,,,,,
2025/4/24 05:22,0.21,34,60,33.2,1.43,-0.02,-2,0,0.12,,,,,
2025/4/24 05:23,0.2535,34,60,33.69,1.75,-0.02,-2,0,0.12,,,,,
2025/4/24 05:24,0.2472,34,60,33.69,1.95,0,0,0,0.13,,,,,
2025/4/24 05:25,0.2664,34,60,33.2,2.06,0,0,0,0.12,,,,,
2025/4/24 05:27,0.3003,34,61,33.69,2.22,-0.01,-1,0,0.12,,,,,
2025/4/24 05:28,0.3055,34,61,33.69,2.31,-0.01,-1,0,0.13,,,,,
2025/4/24 05:29,0.2868,34,61,33.69,2.35,-0.01,-1,0,0.13,,,,,
2025/4/24 05:30,0.2904,34,61,34.18,2.39,-0.01,-1,0,0.12,,,,,
2025/4/24 05:31,0.3146,34,61,33.69,2.42,-0.01,-1,0,0.12,,,,,
2025/4/24 05:32,0.2892,33,61,34.18,2.42,-0.02,-2,0,0.13,,,,,
2025/4/24 05:33,0.288,34,60,34.18,2.41,-0.01,-1,0,0.12,,,,,
2025/4/24 05:35,0.288,34,60,34.18,2.4,-0.01,-1,0,0.12,,,,,
2025/4/24 05:36,0.288,34,60,33.69,2.4,0,0,0,0.12,,,,,
2025/4/24 05:37,0.2892,34,60,34.18,2.4,-0.01,-1,0,0.12,,,,,
2025/4/24 05:38,0.2892,33,59,34.18,2.41,-0.01,-1,0,0.12,,,,,
2025/4/24 05:39,0.2662,33,59,34.18,2.41,0,-1,0,0.12,,,,,
2025/4/24 05:40,0.3172,33,59,34.18,2.42,-0.01,-1,0,0.11,,,,,
2025/4/24 05:41,0.294,34,59,34.18,2.44,-0.01,-1,0,0.13,,,,,
2025/4/24 05:43,0.2964,34,59,33.2,2.45,-0.02,-2,0,0.12,,,,,
2025/4/24 05:44,0.3237,34,60,34.18,2.47,-0.01,-1,0,0.12,,,,,
2025/4/24 05:45,0.3,34,60,34.18,2.49,-0.01,-1,0,0.13,,,,,
2025/4/24 05:46,0.3024,34,60,33.2,2.5,-0.01,-1,0,0.12,,,,,
2025/4/24 05:47,0.3036,33,60,33.69,2.52,-0.01,-1,0,0.12,,,,,
2025/4/24 05:48,0.306,33,60,33.69,2.53,-0.01,-1,0,0.12,,,,,
2025/4/24 05:49,0.3084,34,61,33.69,2.55,-0.01,-1,0,0.12,,,,,
2025/4/24 05:51,0.3108,33,61,33.2,2.57,-0.01,-1,0,0.12,,,,,
2025/4/24 05:52,0.2882,33,61,33.69,2.59,-0.01,-1,0,0.12,,,,,
2025/4/24 05:53,0.3432,34,61,33.2,2.62,0,-1,0,0.11,,,,,
2025/4/24 05:54,0.3497,34,61,33.2,2.64,0,0,0,0.13,,,,,
2025/4/24 05:56,0.351,34,61,33.69,2.69,0,0,0,0.13,,,,,
2025/4/24 05:57,0.3523,34,61,33.2,2.7,0,0,0,0.13,,,,,
2025/4/24 05:59,0.3562,33,60,33.69,2.71,0.01,1,0,0.13,,,,,
2025/4/24 06:00,0.3336,33,60,34.18,2.74,0.01,1,0,0.13,,,,,
2025/4/24 06:01,0.336,33,60,33.2,2.78,0.01,1,0,0.12,,,,,
2025/4/24 06:02,0.3666,33,60,34.67,2.8,0.01,1,0,0.12,,,,,
2025/4/24 06:03,0.342,33,60,34.18,2.82,0.01,1,0,0.13,,,,,
2025/4/24 06:04,0.3492,33,61,33.69,2.85,0.01,1,0,0.12,,,,,
2025/4/24 06:05,0.3636,33,61,34.18,2.91,0.02,2,0,0.12,,,,,
2025/4/24 06:07,0.4043,33,61,33.69,3.03,0.01,1,0,0.12,,,,,
2025/4/24 06:08,0.4069,33,61,33.69,3.11,0.03,3,0,0.13,,,,,
2025/4/24 06:09,0.4082,33,61,33.69,3.13,0.04,4,0,0.13,,,,,
2025/4/24 06:10,0.4121,33,62,33.2,3.14,0.03,3,0,0.13,,,,,
2025/4/24 06:11,0.4108,33,62,32.23,3.17,0.03,3,0,0.13,,,,,
2025/4/24 06:12,0.4147,33,62,31.25,3.16,0.03,3,0,0.13,,,,,
2025/4/24 06:13,0.378,33,62,31.74,3.19,0.03,3,0,0.13,,,,,
2025/4/24 06:15,0.3322,33,62,31.25,3.15,0.02,3,0,0.12,,,,,
2025/4/24 06:16,0.3516,33,61,33.69,3.02,0.02,2,0,0.11,,,,,
2025/4/24 06:17,0.3848,33,61,33.2,2.93,0.02,2,0,0.12,,,,,
2025/4/24 06:18,0.3708,33,61,34.18,2.96,0.02,2,0,0.13,,,,,
2025/4/24 06:19,0.4186,33,61,33.2,3.09,0.03,3,0,0.12,,,,,
2025/4/24 06:20,0.4381,33,60,33.69,3.22,0.04,4,0,0.13,,,,,
2025/4/24 06:21,0.4537,33,60,34.18,3.37,0.05,5,40,0.13,,,,,
2025/4/24 06:23,0.4706,33,60,33.69,3.49,0.05,5,40,0.13,,,,,
2025/4/24 06:24,0.4862,33,60,33.2,3.62,0.06,6,40,0.13,,,,,
2025/4/24 06:25,0.4572,33,60,34.18,3.74,0.06,6,40,0.13,,,,,
2025/4/24 06:26,0.4992,33,60,34.18,3.81,0.07,7,40,0.12,,,,,
2025/4/24 06:27,0.5005,33,60,34.18,3.84,0.07,7,40,0.13,,,,,
2025/4/24 06:28,0.5005,33,61,33.69,3.85,0.08,8,40,0.13,,,,,
2025/4/24 06:29,0.4979,33,61,33.69,3.85,0.07,8,40,0.13,,,,,
2025/4/24 06:31,0.4953,33,61,34.18,3.83,0.08,8,40,0.13,,,,,
2025/4/24 06:32,0.4953,33,61,33.2,3.81,0.07,7,40,0.13,,,,,
2025/4/24 06:33,0.5362,33,61,33.2,3.81,0.08,8,40,0.13,,,,,
2025/4/24 06:34,0.481,33,62,32.71,3.83,0.07,7,40,0.14,,,,,
2025/4/24 06:35,0.4628,33,62,33.69,3.7,0.06,6,40,0.13,,,,,
2025/4/24 06:36,0.4104,33,62,33.2,3.56,0.06,6,40,0.13,,,,,
2025/4/24 06:38,0.3729,34,62,33.2,3.42,0.04,4,0,0.12,,,,,
2025/4/24 06:39,0.3972,33,62,33.2,3.39,0.05,5,40,0.11,,,,,
2025/4/24 06:40,0.3792,34,62,34.18,3.31,0.04,4,0,0.12,,,,,
2025/4/24 06:41,0.3672,34,61,33.69,3.16,0.02,2,0,0.12,,,,,
2025/4/24 06:42,0.3636,34,61,33.2,3.06,0.02,3,0,0.12,,,,,
2025/4/24 06:43,0.3636,33,61,34.18,3.03,0.04,4,0,0.12,,,,,
2025/4/24 06:44,0.3355,33,61,34.67,3.03,0.02,2,0,0.12,,,,,
2025/4/24 06:46,0.3732,33,61,34.18,3.05,0.03,3,0,0.11,,,,,
2025/4/24 06:47,0.3816,33,61,34.67,3.11,0.03,3,0,0.12,,,,,
2025/4/24 06:48,0.3531,33,61,33.69,3.18,0.04,4,0,0.12,,,,,
2025/4/24 06:49,0.3828,33,61,34.18,3.21,0.04,4,0,0.11,,,,,
2025/4/24 06:50,0.378,33,61,34.18,3.19,0.04,4,0,0.12,,,,,
2025/4/24 06:51,0.3816,33,61,34.18,3.15,0.04,4,0,0.12,,,,,
2025/4/24 06:52,0.3876,34,61,34.67,3.18,0.03,3,0,0.12,,,,,
2025/4/24 06:54,0.3924,34,61,33.69,3.23,0.04,4,0,0.12,,,,,
2025/4/24 06:55,0.3924,34,61,33.69,3.27,0.05,5,0,0.12,,,,,
2025/4/24 06:56,0.3924,34,61,32.23,3.27,0.04,4,0,0.12,,,,,
2025/4/24 06:55,0.3924,34,61,30.27,3.27,0.03,3,0,0.12,,,,,
2025/4/24 06:56,0.39,34,61,33.2,3.27,0.05,5,0,0.12,,,,,
2025/4/24 06:58,0.384,34,61,33.69,3.25,0.03,3,0,0.12,,,,,
2025/4/24 06:59,0.3816,34,61,33.2,3.2,0.03,3,0,0.12,,,,,
2025/4/24 07:00,0.3816,34,60,33.69,3.18,0.04,4,0,0.12,,,,,
2025/4/24 07:01,0.3792,34,60,34.67,3.18,0.03,3,0,0.12,,,,,
2025/4/24 07:02,0.378,34,60,33.2,3.16,0.04,4,0,0.12,,,,,
2025/4/24 07:03,0.3443,34,60,33.2,3.15,0.03,3,0,0.12,,,,,
2025/4/24 07:04,0.3355,34,60,33.69,3.13,0.03,3,0,0.11,,,,,
2025/4/24 07:06,0.3552,34,60,33.69,3.05,0.02,2,0,0.11,,,,,
2025/4/24 07:07,0.504,34,60,33.2,2.96,0.02,2,0,0.12,,,,,
2025/4/24 09:07,0.5733,34,62,34.67,4.2,0.1,10,40,0.12,,,,,
2025/4/24 09:09,0.5707,34,63,34.18,4.41,0.11,11,40,0.13,,,,,
2025/4/24 09:10,0.6071,34,63,34.67,4.39,0.1,10,40,0.13,,,,,
2025/4/24 09:11,0.5412,34,62,33.2,4.67,0.13,13,60,0.13,,,,,
2025/4/24 09:12,0.5268,35,62,34.67,4.51,0.12,12,60,0.12,,,,,
2025/4/24 09:13,0.4968,35,62,34.67,4.39,0.11,11,40,0.12,,,,,
2025/4/24 09:14,0.5382,35,62,33.69,4.14,0.08,8,40,0.12,,,,,
2025/4/24 09:15,0.4932,35,62,34.67,4.14,0.09,9,40,0.13,,,,,
2025/4/24 09:16,0.4812,35,62,31.74,4.11,0.09,9,40,0.12,,,,,
2025/4/24 09:18,0.4956,35,62,33.69,4.01,0.08,8,40,0.12,,,,,
2025/4/24 09:19,0.4944,35,62,34.67,4.13,0.09,9,40,0.12,,,,,
2025/4/24 09:20,0.48,35,63,34.18,4.12,0.09,9,40,0.12,,,,,
2025/4/24 09:21,0.4296,34,62,34.67,4,0.08,8,40,0.12,,,,,
2025/4/24 09:22,0.4548,35,62,33.69,3.58,0.06,6,40,0.12,,,,,
2025/4/24 09:23,0.4257,35,62,33.69,3.79,0.07,7,40,0.12,,,,,
2025/4/24 09:24,0.456,34,63,33.2,3.87,0.07,8,40,0.11,,,,,
2025/4/24 09:26,0.4476,34,63,34.18,3.8,0.07,8,40,0.12,,,,,
2025/4/24 09:27,0.4572,34,63,33.69,3.73,0.06,6,40,0.12,,,,,
2025/4/24 09:28,0.4572,34,62,34.67,3.81,0.07,7,40,0.12,,,,,
2025/4/24 09:29,0.4704,34,62,34.18,3.81,0.07,7,40,0.12,,,,,
2025/4/24 09:30,0.4824,35,62,34.67,3.92,0.07,7,40,0.12,,,,,
2025/4/24 09:31,0.4632,34,63,34.18,4.02,0.09,9,40,0.12,,,,,
2025/4/24 09:32,0.4728,34,63,33.69,3.86,0.08,8,40,0.12,,,,,
2025/4/24 09:34,0.4788,34,63,34.18,3.94,0.08,8,40,0.12,,,,,
2025/4/24 09:35,0.4944,35,62,33.69,3.99,0.08,9,40,0.12,,,,,
2025/4/24 09:36,0.4992,34,63,34.67,4.12,0.09,9,40,0.12,,,,,
2025/4/24 09:37,0.5004,34,63,34.67,4.16,0.09,9,40,0.12,,,,,
2025/4/24 09:38,0.5304,34,63,33.69,4.17,0.09,9,40,0.12,,,,,
2025/4/24 09:39,0.486,34,63,34.67,4.08,0.1,10,40,0.13,,,,,
2025/4/24 09:40,0.4668,34,63,33.2,4.05,0.08,8,40,0.12,,,,,
2025/4/24 09:41,0.3883,34,63,33.69,3.89,0.08,8,40,0.12,,,,,
2025/4/24 09:43,0.3707,34,63,33.69,3.53,0.06,6,40,0.11,,,,,
2025/4/24 09:44,0.3762,34,63,33.69,3.37,0.04,4,0,0.11,,,,,
2025/4/24 09:45,0.4015,34,63,33.2,3.42,0.05,5,40,0.11,,,,,
2025/4/24 09:46,0.4908,34,63,34.18,3.65,0.06,6,40,0.11,,,,,
2025/4/24 09:47,0.5148,34,63,34.18,4.09,0.1,9,40,0.12,,,,,
2025/4/24 09:48,0.5412,34,63,34.18,4.29,0.1,10,40,0.12,,,,,
2025/4/24 09:49,0.5196,34,63,34.18,4.51,0.13,13,60,0.12,,,,,
2025/4/24 09:51,0.5356,34,63,33.2,4.33,0.11,11,40,0.12,,,,,
2025/4/24 09:52,0.4848,34,63,34.67,4.12,0.09,8,40,0.13,,,,,
2025/4/24 09:53,0.5252,34,63,33.69,4.04,0.09,9,40,0.12,,,,,
2025/4/24 09:54,0.4836,34,63,34.18,4.04,0.08,8,40,0.13,,,,,
2025/4/24 09:55,0.5356,34,63,34.67,4.03,0.08,8,40,0.12,,,,,
2025/4/24 09:56,0.4992,34,63,34.18,4.12,0.09,9,40,0.13,,,,,
2025/4/24 09:58,0.5088,34,63,34.67,4.16,0.09,9,40,0.12,,,,,
2025/4/24 09:59,0.5232,34,63,34.18,4.24,0.1,10,40,0.12,,,,,
2025/4/24 10:00,0.5184,35,62,34.67,4.36,0.11,11,40,0.12,,,,,
2025/4/24 10:01,0.5088,34,63,34.18,4.32,0.1,10,40,0.12,,,,,
2025/4/24 10:02,0.486,34,63,34.18,4.24,0.09,9,40,0.12,,,,,
2025/4/24 10:03,0.498,35,62,34.18,4.05,0.1,10,40,0.12,,,,,
2025/4/24 10:04,0.4968,35,62,34.67,4.15,0.09,9,40,0.12,,,,,
2025/4/24 10:06,0.4908,35,62,34.67,4.14,0.08,8,40,0.12,,,,,
2025/4/24 10:07,0.486,35,62,31.25,4.09,0.09,9,40,0.12,,,,,
2025/4/24 10:08,0.5256,35,62,34.67,4.05,0.09,9,40,0.12,,,,,
2025/4/24 10:10,0.6266,35,62,34.18,4.38,0.11,11,40,0.12,,,,,
2025/4/24 10:11,0.6721,35,62,33.69,4.82,0.14,14,60,0.13,,,,,
2025/4/24 10:12,0.676,35,62,34.67,5.17,0.16,16,100,0.13,,,,,
2025/4/24 10:13,0.6204,35,62,33.69,5.2,0.16,17,100,0.13,,,,,
2025/4/24 10:14,0.6409,35,62,33.69,5.17,0.16,17,100,0.12,,,,,
2025/4/24 10:15,0.6227,35,62,33.69,4.93,0.15,15,60,0.13,,,,,
2025/4/24 10:16,0.6071,35,62,34.18,4.79,0.14,14,60,0.13,,,,,
2025/4/24 10:18,0.6266,35,62,34.18,4.67,0.13,13,60,0.13,,,,,
2025/4/24 10:19,0.6168,35,62,33.69,4.82,0.14,14,60,0.13,,,,,
2025/4/24 10:20,0.6734,35,62,33.69,5.14,0.15,15,60,0.12,,,,,
2025/4/24 10:21,0.6204,36,62,33.69,5.18,0.16,16,100,0.13,,,,,
2025/4/24 10:22,0.6773,36,62,33.2,5.17,0.16,16,100,0.12,,,,,
2025/4/24 10:23,0.6812,36,61,34.67,5.21,0.16,16,100,0.13,,,,,
2025/4/24 10:24,0.6348,36,61,34.18,5.24,0.16,16,100,0.13,,,,,
2025/4/24 10:26,0.7293,36,61,33.69,5.29,0.18,18,100,0.12,,,,,
2025/4/24 10:27,0.6624,35,61,33.69,5.61,0.19,19,100,0.13,,,,,
2025/4/24 10:28,0.7709,35,61,34.67,5.52,0.18,18,100,0.12,,,,,
2025/4/24 10:29,0.7865,36,61,34.67,5.93,0.21,21,140,0.13,,,,,
2025/4/24 10:30,0.7592,35,61,33.69,6.05,0.21,21,140,0.13,,,,,
2025/4/24 10:31,0.6348,35,61,34.67,5.84,0.2,20,140,0.13,,,,,
2025/4/24 10:32,0.6336,35,61,34.18,5.29,0.16,16,100,0.12,,,,,
2025/4/24 10:34,0.6773,35,61,34.18,5.28,0.17,17,100,0.12,,,,,
2025/4/24 10:35,0.6877,35,61,34.67,5.21,0.16,16,100,0.13,,,,,
2025/4/24 10:36,0.7072,35,61,33.2,5.29,0.18,17,100,0.13,,,,,
2025/4/24 10:37,0.7267,35,61,33.69,5.44,0.18,18,100,0.13,,,,,
2025/4/24 10:38,0.7046,35,61,33.2,5.59,0.19,19,100,0.13,,,,,
2025/4/24 10:39,0.6929,35,61,34.18,5.42,0.18,18,100,0.13,,,,,
2025/4/24 10:40,0.6444,35,61,33.69,5.33,0.18,18,100,0.13,,,,,
2025/4/24 10:42,0.6456,35,61,34.67,5.37,0.18,18,100,0.12,,,,,
2025/4/24 10:43,0.7267,35,61,33.2,5.38,0.17,17,100,0.12,,,,,
2025/4/24 10:44,0.7709,35,61,34.18,5.59,0.2,20,100,0.13,,,,,
2025/4/24 10:45,0.8022,35,61,34.67,5.93,0.21,21,140,0.13,,,,,
2025/4/24 10:46,0.6864,35,60,33.2,5.73,0.19,20,100,0.14,,,,,
2025/4/24 10:47,0.6132,35,60,34.67,5.28,0.18,18,100,0.13,,,,,
2025/4/24 10:48,0.5676,35,60,34.18,5.11,0.16,16,60,0.12,,,,,
2025/4/24 10:50,0.5484,35,60,34.18,4.73,0.13,13,60,0.12,,,,,
2025/4/24 10:51,0.5304,35,60,34.67,4.57,0.12,12,60,0.12,,,,,
2025/4/24 10:52,0.5112,35,60,33.69,4.42,0.1,10,60,0.12,,,,,
2025/4/24 10:53,0.4836,35,60,34.18,4.26,0.1,10,40,0.12,,,,,
2025/4/24 10:54,0.492,35,60,33.69,4.03,0.08,8,40,0.12,,,,,
2025/4/24 10:55,0.4235,35,60,34.67,4.1,0.1,10,40,0.12,,,,,
2025/4/24 10:56,0.4416,35,60,34.18,3.85,0.07,7,40,0.11,,,,,
2025/4/24 10:57,0.4026,35,60,34.67,3.68,0.06,6,40,0.12,,,,,
2025/4/24 10:59,0.4596,35,60,33.2,3.66,0.06,6,40,0.11,,,,,
2025/4/24 11:00,0.4524,35,60,33.69,3.83,0.07,8,40,0.12,,,,,
2025/4/24 11:01,0.3971,35,60,34.67,3.77,0.08,8,40,0.12,,,,,
2025/4/24 11:02,0.4308,35,60,33.69,3.61,0.05,5,40,0.11,,,,,
2025/4/24 11:03,0.4404,35,60,34.67,3.59,0.05,5,40,0.12,,,,,
2025/4/24 11:04,0.4332,35,60,34.67,3.67,0.06,6,40,0.12,,,,,
2025/4/24 11:05,0.4584,35,60,33.2,3.61,0.05,5,40,0.12,,,,,
2025/4/24 11:07,0.4872,35,60,33.2,3.82,0.07,7,40,0.12,,,,,
2025/4/24 11:08,0.4932,36,60,34.18,4.06,0.09,9,40,0.12,,,,,
2025/4/24 11:07,0.5447,35,60,30.76,4.11,0.08,8,40,0.12,,,,,
2025/4/24 11:08,0.5239,35,60,34.18,4.19,0.1,10,40,0.13,,,,,
2025/4/24 11:09,0.4788,35,60,33.69,4.03,0.09,9,40,0.13,,,,,
2025/4/24 11:11,0.4932,36,60,33.69,3.99,0.08,8,40,0.12,,,,,
2025/4/24 11:12,0.5196,35,60,34.67,4.11,0.09,9,40,0.12,,,,,
2025/4/24 11:13,0.6682,36,60,34.67,4.33,0.1,10,40,0.12,,,,,
2025/4/24 11:14,0.7124,35,60,33.69,5.14,0.16,16,100,0.13,,,,,
2025/4/24 11:15,0.833,35,60,34.67,5.48,0.19,19,100,0.13,,,,,
2025/4/24 11:16,0.6968,36,60,33.69,5.95,0.21,21,140,0.14,,,,,
2025/4/24 11:17,0.741,35,60,33.69,5.36,0.18,18,100,0.13,,,,,
2025/4/24 11:19,0.6981,35,60,34.67,5.7,0.2,20,100,0.13,,,,,
2025/4/24 11:20,0.6734,35,60,33.69,5.37,0.18,18,100,0.13,,,,,
2025/4/24 11:21,0.642,35,60,33.69,5.18,0.16,16,100,0.13,,,,,
2025/4/24 11:22,0.7241,35,60,33.69,5.35,0.18,18,100,0.12,,,,,
2025/4/24 11:23,0.7436,35,60,34.67,5.57,0.2,20,100,0.13,,,,,
2025/4/24 11:24,0.7254,35,60,34.67,5.72,0.2,20,100,0.13,,,,,
2025/4/24 11:25,0.624,35,60,34.67,5.58,0.18,18,100,0.13,,,,,
2025/4/24 11:27,0.6929,35,60,33.2,5.2,0.18,18,100,0.12,,,,,
2025/4/24 11:28,0.7943,35,60,34.18,5.33,0.17,17,100,0.13,,,,,
2025/4/24 11:29,0.7579,35,60,34.67,6.11,0.21,21,140,0.13,,,,,
2025/4/24 11:30,0.6348,35,60,34.67,5.83,0.2,20,140,0.13,,,,,
2025/4/24 11:31,0.5736,35,60,34.18,5.29,0.16,16,100,0.12,,,,,
2025/4/24 11:32,0.5484,35,60,34.18,4.78,0.14,14,60,0.12,,,,,
