Latitude (decimal degrees):	25.033 
Longitude (decimal degrees):	121.565 
Elevation (m):	15 
Radiation database:	PVGIS-ERA5 
 
 
Slope: 30 deg.  
Azimuth: -179 deg.  
Nominal power of the PV system (c-Si) (kWp):	1.0 
System losses (%):	14.0 
time,P,G(i),H_sun,T2m,WS10m,Int 
20200228:0530,294.77,397.58,51.3,24.46,0.34,0.0
20200228:0630,190.32,263.86,42.02,24.31,0.48,0.0
20200228:0730,152.4,223.21,30.59,22.85,0.62,0.0
20200228:0830,68.47,113.12,18.04,22.27,0.69,0.0
20200228:0930,10.54,25.12,4.9,21.41,0.48,0.0
20200228:1030,0.0,0.0,0.0,20.33,0.34,0.0
20200228:1130,0.0,0.0,0.0,19.42,0.76,0.0
20200228:1230,0.0,0.0,0.0,18.53,1.31,0.0
20200228:1330,0.0,0.0,0.0,17.84,1.59,0.0
20200228:1430,0.0,0.0,0.0,17.62,1.66,0.0
20200228:1530,0.0,0.0,0.0,17.46,1.86,0.0
20200228:1630,0.0,0.0,0.0,17.01,1.93,0.0
20200228:1730,0.0,0.0,0.0,16.62,1.86,0.0
20200228:1830,0.0,0.0,0.0,16.35,1.79,0.0
20200228:1930,0.0,0.0,0.0,16.44,1.66,0.0
20200228:2030,0.0,0.0,0.0,16.3,1.59,0.0
20200228:2130,0.0,0.0,0.0,16.23,1.52,0.0
20200228:2230,4.48,14.98,1.81,16.35,1.45,0.0
20200228:2330,48.15,86.74,15.04,16.69,1.31,0.0
20200229:0030,151.58,223.7,27.76,18.78,0.76,0.0
20200229:0130,245.39,336.42,39.52,21.72,0.48,0.0
20200229:0230,313.71,420.96,49.43,22.99,0.21,0.0
20200229:0330,356.79,476.18,55.8,23.82,0.34,0.0
20200229:0430,341.66,454.96,56.53,24.37,0.62,0.0
20200229:0530,280.13,374.06,51.3,24.58,0.69,0.0
20200229:0630,186.72,253.57,42.02,24.17,0.97,0.0
20200229:0730,145.65,210.88,30.59,23.63,1.1,0.0
20200229:0830,50.87,94.3,18.04,23.17,0.9,0.0
20200229:0930,8.64,22.26,4.9,22.63,0.69,0.0
20200229:1030,0.0,0.0,0.0,21.73,0.41,0.0
20200229:1130,0.0,0.0,0.0,20.73,0.55,0.0
20200229:1230,0.0,0.0,0.0,19.97,0.55,0.0
20200229:1330,0.0,0.0,0.0,18.99,1.03,0.0
20200229:1430,0.0,0.0,0.0,18.04,1.38,0.0
20200229:1530,0.0,0.0,0.0,17.5,1.66,0.0
20200229:1630,0.0,0.0,0.0,17.12,1.72,0.0
20200229:1730,0.0,0.0,0.0,16.79,1.72,0.0
20200229:1830,0.0,0.0,0.0,16.6,1.59,0.0
20200229:1930,0.0,0.0,0.0,17.2,1.31,0.0
20200229:2030,0.0,0.0,0.0,17.32,1.31,0.0
20200229:2130,0.0,0.0,0.0,17.48,1.17,0.0
20200229:2230,3.68,13.62,1.81,17.5,1.1,0.0
20200229:2330,55.39,99.88,15.04,17.62,0.97,0.0
20200301:0030,156.91,234.96,28.01,19.21,1.03,0.0
20200301:0130,257.99,350.33,39.81,20.52,1.45,0.0
20200301:0230,297.05,387.42,49.77,21.78,2.07,0.0
20200301:0330,364.01,472.19,56.17,22.55,2.55,0.0
20200301:0430,327.58,425.63,56.89,23.35,2.9,0.0
20200301:0530,274.37,359.98,51.6,22.57,2.83,0.0
20200301:0630,234.87,311.39,42.26,21.52,2.76,0.0
20200301:0730,150.38,215.2,30.77,20.96,3.03,0.0
20200301:0830,51.19,80.75,18.19,20.3,2.83,0.0
20200301:0930,4.45,15.07,5.02,19.13,2.69,0.0
20200301:1030,0.0,0.0,0.0,18.0,2.48,0.0
20200301:1130,0.0,0.0,0.0,17.3,2.48,0.0
20200301:1230,0.0,0.0,0.0,16.78,2.69,0.0
20200301:1330,0.0,0.0,0.0,16.42,2.69,0.0
20200301:1430,0.0,0.0,0.0,16.11,2.9,0.0
20200301:1530,0.0,0.0,0.0,15.81,2.83,0.0
20200301:1630,0.0,0.0,0.0,15.56,3.1,0.0
20200301:1730,0.0,0.0,0.0,15.3,3.31,0.0
20200301:1830,0.0,0.0,0.0,14.91,3.52,0.0
20200301:1930,0.0,0.0,0.0,14.69,3.31,0.0
20200301:2030,0.0,0.0,0.0,14.35,3.45,0.0
20200301:2130,0.0,0.0,0.0,14.13,3.31,0.0
20200301:2230,0.0,3.98,2.01,14.02,3.03,0.0
20200301:2330,23.37,42.89,15.26,14.11,3.31,0.0
20200302:0030,65.31,95.43,28.26,14.27,3.52,0.0
20200302:0130,118.96,158.53,40.1,14.79,4.0,0.0
20200302:0230,166.48,213.43,50.1,15.32,4.14,0.0
20200302:0330,200.78,254.18,56.55,15.69,4.14,0.0
20200302:0430,189.34,240.94,57.26,16.06,4.0,0.0
20200302:0530,209.64,265.28,51.9,16.18,3.93,0.0
20200302:0630,189.67,242.94,42.49,16.33,4.0,0.0
20200302:0730,108.86,148.74,30.96,16.6,4.07,0.0
20200302:0830,52.59,82.6,18.34,16.48,3.86,0.0
20200302:0930,4.69,15.34,5.15,16.34,3.72,0.0
20200302:1030,0.0,0.0,0.0,16.14,3.38,0.0
20200302:1130,0.0,0.0,0.0,15.93,3.17,0.0
20200302:1230,0.0,0.0,0.0,15.75,3.17,0.0
20200302:1330,0.0,0.0,0.0,15.63,3.1,0.0
20200302:1430,0.0,0.0,0.0,15.5,3.03,0.0
20200302:1530,0.0,0.0,0.0,15.59,3.03,0.0
20200302:1630,0.0,0.0,0.0,15.52,3.03,0.0
20200302:1730,0.0,0.0,0.0,15.08,2.83,0.0
20200302:1830,0.0,0.0,0.0,14.85,2.62,0.0
20200302:1930,0.0,0.0,0.0,15.08,2.76,0.0
20200302:2030,0.0,0.0,0.0,15.13,2.69,0.0
20200302:2130,0.0,0.0,0.0,15.02,2.48,0.0
20200302:2230,2.88,12.04,2.22,14.91,2.34,0.0
20200302:2330,56.3,98.55,15.48,15.17,2.41,0.0
20200303:0030,151.1,213.29,28.51,16.53,3.1,0.0
20200303:0130,240.34,313.49,40.39,17.65,3.79,0.0
20200303:0230,324.85,412.58,50.44,18.59,3.93,0.0
20200303:0330,364.03,460.27,56.94,19.61,3.86,0.0
20200303:0430,367.43,466.78,57.63,20.35,3.72,0.0
20200303:0530,315.72,404.09,52.2,20.81,3.72,0.0
20200303:0630,233.6,304.65,42.72,20.82,3.86,0.0
20200303:0730,176.18,251.04,31.14,20.92,3.66,0.0
20200303:0830,79.24,131.43,18.48,20.55,3.66,0.0
20200303:0930,11.38,26.2,5.28,19.71,3.24,0.0
20200303:1030,0.0,0.0,0.0,18.75,2.69,0.0
20200303:1130,0.0,0.0,0.0,18.07,2.28,0.0
20200303:1230,0.0,0.0,0.0,17.59,2.21,0.0
20200303:1330,0.0,0.0,0.0,17.08,2.14,0.0
20200303:1430,0.0,0.0,0.0,16.6,2.0,0.0
20200303:1530,0.0,0.0,0.0,16.22,1.86,0.0
20200303:1630,0.0,0.0,0.0,16.12,1.79,0.0
20200303:1730,0.0,0.0,0.0,15.88,1.79,0.0
20200303:1830,0.0,0.0,0.0,15.75,1.79,0.0
20200303:1930,0.0,0.0,0.0,16.0,1.93,0.0
20200303:2030,0.0,0.0,0.0,15.89,1.86,0.0
20200303:2130,0.0,0.0,0.0,15.99,1.52,0.0
20200303:2230,3.1,12.49,2.42,16.15,1.31,0.0
20200303:2330,52.35,94.16,15.71,17.1,0.9,0.0
20200304:0030,133.98,194.46,28.76,18.61,1.38,0.0
20200304:0130,202.94,268.49,40.68,19.62,2.62,0.0
20200304:0230,205.33,265.83,50.79,19.2,3.72,0.0
20200304:0330,189.39,243.46,57.32,18.21,4.48,0.0
20200304:0430,63.32,93.0,58.0,17.52,4.14,0.0
20200304:0530,57.88,86.02,52.5,16.32,3.66,0.0
20200304:0630,87.34,121.26,42.95,15.88,3.52,0.0
20200304:0730,43.86,68.72,31.31,15.81,3.59,0.0
20200304:0830,15.35,31.5,18.63,15.59,3.52,0.0
20200304:0930,0.57,7.2,5.4,15.28,3.52,0.0
20200304:1030,0.0,0.0,0.0,15.12,3.52,0.0
20200304:1130,0.0,0.0,0.0,14.94,3.59,0.0
20200304:1230,0.0,0.0,0.0,14.79,3.59,0.0
20200304:1330,0.0,0.0,0.0,14.63,3.38,0.0
20200304:1430,0.0,0.0,0.0,14.51,3.24,0.0
20200304:1530,0.0,0.0,0.0,14.38,3.45,0.0
20200304:1630,0.0,0.0,0.0,14.27,3.52,0.0
20200304:1730,0.0,0.0,0.0,14.19,3.72,0.0
20200304:1830,0.0,0.0,0.0,13.97,3.66,0.0
20200304:1930,0.0,0.0,0.0,13.61,3.59,0.0
20200304:2030,0.0,0.0,0.0,13.49,3.52,0.0
20200304:2130,0.0,0.0,0.0,13.3,3.52,0.0
20200304:2230,0.0,3.08,2.64,13.26,3.66,0.0
20200304:2330,9.72,23.13,15.94,13.14,4.07,0.0
20200305:0030,33.07,54.49,29.02,13.27,4.41,0.0
20200305:0130,60.11,87.65,40.97,13.44,4.48,0.0
20200305:0230,123.15,161.6,51.13,13.78,5.03,0.0
20200305:0330,150.35,192.96,57.71,13.99,5.38,0.0
20200305:0430,171.85,217.98,58.37,14.24,5.45,0.0
20200305:0530,167.92,213.93,52.8,14.59,5.31,0.0
20200305:0630,66.01,95.37,43.18,14.87,5.1,0.0
20200305:0730,69.84,99.82,31.49,14.44,4.9,0.0
20200305:0830,25.2,45.2,18.77,14.47,4.69,0.0
20200305:0930,2.05,10.41,5.52,14.34,3.86,0.0
20200305:1030,0.0,0.0,0.0,14.21,3.93,0.0
20200305:1130,0.0,0.0,0.0,14.02,3.93,0.0
20200305:1230,0.0,0.0,0.0,14.08,3.93,0.0
20200305:1330,0.0,0.0,0.0,14.12,3.79,0.0
20200305:1430,0.0,0.0,0.0,14.23,3.79,0.0
20200305:1530,0.0,0.0,0.0,14.25,3.66,0.0
20200305:1630,0.0,0.0,0.0,14.36,3.45,0.0
20200305:1730,0.0,0.0,0.0,14.41,3.31,0.0
20200305:1830,0.0,0.0,0.0,14.24,3.03,0.0
20200305:1930,0.0,0.0,0.0,14.11,2.9,0.0
20200305:2030,0.0,0.0,0.0,14.0,2.83,0.0
20200305:2130,0.0,0.0,0.0,14.1,2.62,0.0
20200305:2230,5.16,16.02,2.85,14.17,2.41,0.0
20200305:2330,65.66,111.04,16.17,14.65,2.21,0.0
20200306:0030,159.05,218.97,29.28,16.28,2.55,0.0
20200306:0130,268.67,346.54,41.27,17.57,3.52,0.0
20200306:0230,325.67,411.98,51.48,18.89,3.38,0.0
20200306:0330,351.05,444.55,58.1,19.84,3.17,0.0
20200306:0430,342.95,435.82,58.74,20.54,3.1,0.0
20200306:0530,302.17,387.09,53.09,20.85,2.97,0.0
20200306:0630,255.27,332.05,43.4,21.03,2.9,0.0
20200306:0730,162.65,221.09,31.66,21.19,2.76,0.0
20200306:0830,81.78,135.5,18.91,21.01,2.34,0.0
20200306:0930,10.07,24.3,5.64,20.5,1.72,0.0
20200306:1030,0.0,0.0,0.0,19.56,1.31,0.0
20200306:1130,0.0,0.0,0.0,18.52,1.31,0.0
20200306:1230,0.0,0.0,0.0,17.61,1.45,0.0
20200306:1330,0.0,0.0,0.0,16.94,1.66,0.0
20200306:1430,0.0,0.0,0.0,16.4,1.66,0.0
20200306:1530,0.0,0.0,0.0,16.02,1.66,0.0
20200306:1630,0.0,0.0,0.0,15.73,1.66,0.0
20200306:1730,0.0,0.0,0.0,15.66,1.66,0.0
20200306:1830,0.0,0.0,0.0,15.44,1.66,0.0
20200306:1930,0.0,0.0,0.0,15.65,1.59,0.0
20200306:2030,0.0,0.0,0.0,15.7,1.45,0.0
20200306:2130,0.0,0.0,0.0,15.78,1.31,0.0
20200306:2230,2.55,11.45,3.07,16.01,1.17,0.0
20200306:2330,61.07,95.42,16.4,16.37,1.1,0.0
20200307:0030,149.89,208.22,29.54,17.45,1.45,0.0
20200307:0130,267.16,353.09,41.56,19.15,1.24,0.0
20200307:0230,349.49,456.09,51.82,20.77,1.03,0.0
20200307:0330,381.86,498.49,58.49,22.06,0.9,0.0
20200307:0430,355.11,465.73,59.11,22.8,0.62,0.0
20200307:0530,332.83,437.48,53.39,23.04,1.03,0.0
20200307:0630,284.84,381.84,43.62,22.85,1.59,0.0
20200307:0730,146.17,203.9,31.83,22.69,1.45,0.0
20200307:0830,57.62,93.51,19.05,21.6,1.52,0.0
20200307:0930,8.7,23.01,5.76,20.73,1.66,0.0
20200307:1030,0.0,0.0,0.0,19.76,1.52,0.0
20200307:1130,0.0,0.0,0.0,18.95,1.52,0.0
20200307:1230,0.0,0.0,0.0,18.7,1.52,0.0
20200307:1330,0.0,0.0,0.0,18.45,1.45,0.0
20200307:1430,0.0,0.0,0.0,18.26,1.45,0.0
20200307:1530,0.0,0.0,0.0,18.09,1.45,0.0
20200307:1630,0.0,0.0,0.0,18.15,1.66,0.0
20200307:1730,0.0,0.0,0.0,18.1,1.72,0.0
20200307:1830,0.0,0.0,0.0,18.06,1.72,0.0
20200307:1930,0.0,0.0,0.0,18.21,1.38,0.0
20200307:2030,0.0,0.0,0.0,17.99,1.03,0.0
20200307:2130,0.0,0.0,0.0,17.73,0.97,0.0
20200307:2230,5.24,16.34,3.29,17.36,0.9,0.0
20200307:2330,71.7,115.62,16.63,17.55,0.83,0.0
20200308:0030,161.32,228.65,29.8,19.44,1.52,0.0
20200308:0130,268.46,354.08,41.86,20.77,2.41,0.0
20200308:0230,344.89,445.27,52.17,22.05,3.03,0.0
20200308:0330,381.86,490.77,58.88,23.18,3.38,0.0
20200308:0430,344.32,443.5,59.48,23.98,3.59,0.0
20200308:0530,289.35,374.9,53.68,23.95,3.66,0.0
20200308:0630,252.53,335.58,43.84,23.37,3.86,0.0
20200308:0730,167.43,239.41,32.0,23.29,4.0,0.0
20200308:0830,86.45,139.84,19.18,22.96,3.79,0.0
20200308:0930,9.49,25.6,5.88,22.27,3.03,0.0
20200308:1030,0.0,0.0,0.0,21.11,2.76,0.0
20200308:1130,0.0,0.0,0.0,20.27,2.48,0.0
20200308:1230,0.0,0.0,0.0,19.69,2.28,0.0
20200308:1330,0.0,0.0,0.0,19.23,2.07,0.0
20200308:1430,0.0,0.0,0.0,18.92,1.86,0.0
20200308:1530,0.0,0.0,0.0,18.63,1.72,0.0
20200308:1630,0.0,0.0,0.0,18.17,1.66,0.0
20200308:1730,0.0,0.0,0.0,17.76,1.66,0.0
20200308:1830,0.0,0.0,0.0,17.24,1.66,0.0
20200308:1930,0.0,0.0,0.0,17.19,1.66,0.0
20200308:2030,0.0,0.0,0.0,16.85,1.72,0.0
20200308:2130,0.0,0.0,0.0,16.76,1.66,0.0
20200308:2230,4.06,14.25,3.51,16.51,1.52,0.0
20200308:2330,66.54,115.89,16.87,17.0,1.24,0.0
20200309:0030,173.39,245.68,30.06,20.02,1.03,0.0
20200309:0130,277.24,371.81,42.16,21.77,0.76,0.0
20200309:0230,352.4,463.26,52.52,22.96,1.03,0.0
20200309:0330,380.16,496.83,59.27,23.97,1.52,0.0
20200309:0430,373.16,487.9,59.86,25.01,2.0,0.0
20200309:0530,352.83,464.7,53.97,25.09,2.07,0.0
20200309:0630,242.01,324.56,44.06,25.19,2.28,0.0
20200309:0730,152.35,219.84,32.16,24.33,2.76,0.0
20200309:0830,73.09,127.51,19.31,24.24,2.48,0.0
20200309:0930,8.27,24.56,5.99,23.68,1.31,0.0
20200309:1030,0.0,0.0,0.0,22.62,1.17,0.0
20200309:1130,0.0,0.0,0.0,21.79,0.9,0.0
20200309:1230,0.0,0.0,0.0,21.06,0.76,0.0
20200309:1330,0.0,0.0,0.0,20.26,1.1,0.0
20200309:1430,0.0,0.0,0.0,19.71,1.38,0.0
20200309:1530,0.0,0.0,0.0,19.5,1.24,0.0
20200309:1630,0.0,0.0,0.0,18.92,1.31,0.0
20200309:1730,0.0,0.0,0.0,19.06,1.59,0.0
20200309:1830,0.0,0.0,0.0,19.19,1.86,0.0
20200309:1930,0.0,0.0,0.0,20.75,3.59,0.0
20200309:2030,0.0,0.0,0.0,20.37,3.45,0.0
20200309:2130,0.0,0.0,0.0,19.51,3.38,0.0
20200309:2230,0.0,4.66,3.73,17.99,3.59,0.0
20200309:2330,6.89,19.59,17.1,16.78,4.07,0.0
20200310:0030,15.48,32.1,30.32,16.15,3.1,0.0
20200310:0130,33.9,56.24,42.46,15.78,2.9,0.0
20200310:0230,65.28,94.62,52.87,15.46,3.17,0.0
20200310:0330,36.95,59.81,59.66,15.09,3.24,0.0
20200310:0430,51.86,78.2,60.23,14.83,2.76,0.0
20200310:0530,63.3,92.07,54.26,14.63,2.83,0.0
20200310:0630,71.06,101.23,44.27,14.45,3.1,0.0
20200310:0730,29.73,50.61,32.33,15.02,3.59,0.0
20200310:0830,23.24,42.1,19.45,14.64,3.66,0.0
20200310:0930,1.1,8.57,6.11,14.37,3.31,0.0
20200310:1030,0.0,0.0,0.0,14.14,2.9,0.0
20200310:1130,0.0,0.0,0.0,14.08,2.48,0.0
20200310:1230,0.0,0.0,0.0,13.98,2.07,0.0
20200310:1330,0.0,0.0,0.0,13.75,2.0,0.0
20200310:1430,0.0,0.0,0.0,13.52,2.0,0.0
20200310:1530,0.0,0.0,0.0,13.62,2.21,0.0
20200310:1630,0.0,0.0,0.0,13.57,2.41,0.0
20200310:1730,0.0,0.0,0.0,13.7,2.69,0.0
20200310:1830,0.0,0.0,0.0,13.62,2.83,0.0
20200310:1930,0.0,0.0,0.0,13.52,2.76,0.0
20200310:2030,0.0,0.0,0.0,13.61,2.76,0.0
20200310:2130,0.0,0.0,0.0,13.65,2.83,0.0
20200310:2230,5.84,17.11,3.96,13.45,3.03,0.0
20200310:2330,60.94,102.61,17.34,13.71,3.1,0.0
20200311:0030,194.45,261.79,30.58,14.52,3.72,0.0
20200311:0130,257.51,323.44,42.76,15.41,4.28,0.0
20200311:0230,337.85,417.86,53.22,15.85,4.48,0.0
20200311:0330,376.39,464.07,60.06,16.31,4.55,0.0
20200311:0430,343.99,425.39,60.6,16.8,4.69,0.0
20200311:0530,325.69,404.8,54.55,16.88,4.62,0.0
20200311:0630,258.92,327.06,44.48,17.04,4.55,0.0
20200311:0730,154.66,206.11,32.49,16.8,4.9,0.0
20200311:0830,40.18,67.46,19.58,16.48,4.69,0.0
20200311:0930,6.18,20.51,6.22,16.03,4.41,0.0
20200311:1030,0.0,0.0,0.0,15.67,3.79,0.0
20200311:1130,0.0,0.0,0.0,15.45,3.66,0.0
20200311:1230,0.0,0.0,0.0,15.4,3.79,0.0
20200311:1330,0.0,0.0,0.0,15.3,3.86,0.0
20200311:1430,0.0,0.0,0.0,15.21,3.72,0.0
20200311:1530,0.0,0.0,0.0,15.17,3.59,0.0
20200311:1630,0.0,0.0,0.0,15.19,3.38,0.0
20200311:1730,0.0,0.0,0.0,15.19,3.1,0.0
20200311:1830,0.0,0.0,0.0,15.21,2.83,0.0
20200311:1930,0.0,0.0,0.0,15.75,2.9,0.0
20200311:2030,0.0,0.0,0.0,15.76,2.55,0.0
20200311:2130,0.0,0.0,0.0,15.88,2.28,0.0
20200311:2230,4.0,14.12,4.18,15.91,2.28,0.0
20200311:2330,31.63,54.61,17.58,16.3,2.07,0.0
20200312:0030,110.53,156.05,30.85,17.07,1.93,0.0
20200312:0130,139.32,185.8,43.06,18.09,1.79,0.0
20200312:0230,184.71,240.27,53.58,18.5,1.24,0.0
20200312:0330,299.88,382.93,60.46,18.9,0.9,0.0
20200312:0430,231.99,300.0,60.97,19.84,0.62,0.0
20200312:0530,246.6,320.27,54.84,20.46,0.55,0.0
20200312:0630,174.6,233.24,44.69,21.05,0.34,0.0
20200312:0730,110.67,157.31,32.64,20.99,0.83,0.0
20200312:0830,59.44,93.06,19.7,21.02,0.48,0.0
20200312:0930,9.1,24.37,6.33,20.74,0.21,0.0
20200312:1030,0.0,0.0,0.0,19.78,0.83,0.0
20200312:1130,0.0,0.0,0.0,18.86,1.1,0.0
20200312:1230,0.0,0.0,0.0,18.4,0.97,0.0
20200312:1330,0.0,0.0,0.0,18.0,0.69,0.0
20200312:1430,0.0,0.0,0.0,17.46,0.83,0.0
20200312:1530,0.0,0.0,0.0,17.16,0.9,0.0
20200312:1630,0.0,0.0,0.0,17.0,1.31,0.0
20200312:1730,0.0,0.0,0.0,16.85,1.45,0.0
20200312:1830,0.0,0.0,0.0,16.59,1.66,0.0
20200312:1930,0.0,0.0,0.0,17.1,2.34,0.0
20200312:2030,0.0,0.0,0.0,17.23,2.41,0.0
20200312:2130,0.0,0.0,0.0,17.43,2.41,0.0
20200312:2230,2.97,12.31,4.41,17.39,2.21,0.0
20200312:2330,43.54,70.2,17.82,17.55,1.93,0.0
20200313:0030,159.91,212.73,31.11,18.27,2.28,0.0
20200313:0130,261.75,335.79,43.36,19.31,2.62,0.0
20200313:0230,311.6,397.07,53.93,20.51,2.83,0.0
20200313:0330,387.41,493.13,60.85,21.35,2.97,0.0
20200313:0430,310.81,396.28,61.34,21.72,3.24,0.0
20200313:0530,310.42,395.64,55.12,21.01,3.1,0.0
20200313:0630,185.38,243.24,44.89,20.72,2.9,0.0
20200313:0730,129.33,176.92,32.8,20.34,2.41,0.0
20200313:0830,77.32,116.67,19.83,19.77,2.48,0.0
20200313:0930,8.35,23.01,6.44,19.15,2.48,0.0
20200313:1030,0.0,0.0,0.0,18.29,2.21,0.0
20200313:1130,0.0,0.0,0.0,17.69,2.07,0.0
20200313:1230,0.0,0.0,0.0,17.35,2.14,0.0
20200313:1330,0.0,0.0,0.0,17.08,2.21,0.0
20200313:1430,0.0,0.0,0.0,16.82,2.69,0.0
20200313:1530,0.0,0.0,0.0,16.41,3.03,0.0
20200313:1630,0.0,0.0,0.0,15.96,3.03,0.0
20200313:1730,0.0,0.0,0.0,15.64,2.69,0.0
20200313:1830,0.0,0.0,0.0,15.38,2.41,0.0
20200313:1930,0.0,0.0,0.0,15.46,2.34,0.0
20200313:2030,0.0,0.0,0.0,15.27,2.41,0.0
20200313:2130,0.0,0.0,0.0,15.08,2.41,0.0
20200313:2230,0.0,4.07,4.64,14.92,2.55,0.0
20200313:2330,6.72,18.77,18.07,14.8,2.9,0.0
20200314:0030,14.87,30.74,31.38,14.79,3.03,0.0
20200314:0130,28.41,48.91,43.67,14.88,3.38,0.0
20200314:0230,42.2,66.26,54.28,14.71,3.45,0.0
20200314:0330,90.98,124.64,61.25,14.53,3.45,0.0
20200314:0430,117.81,156.09,61.71,14.63,3.66,0.0
20200314:0530,182.58,231.41,55.4,14.55,3.93,0.0
20200314:0630,128.36,169.38,45.1,14.72,4.14,0.0
20200314:0730,75.7,108.99,32.95,14.73,3.93,0.0
20200314:0830,32.36,55.85,19.95,14.51,3.79,0.0
20200314:0930,2.48,12.73,6.55,14.16,3.66,0.0
20200314:1030,0.0,0.0,0.0,13.84,3.38,0.0
20200314:1130,0.0,0.0,0.0,13.82,3.24,0.0
20200314:1230,0.0,0.0,0.0,13.81,2.83,0.0
20200314:1330,0.0,0.0,0.0,13.83,2.55,0.0
20200314:1430,0.0,0.0,0.0,13.76,2.41,0.0
20200314:1530,0.0,0.0,0.0,13.68,2.55,0.0
20200314:1630,0.0,0.0,0.0,13.56,2.69,0.0
20200314:1730,0.0,0.0,0.0,13.36,2.48,0.0
20200314:1830,0.0,0.0,0.0,12.77,2.21,0.0
20200314:1930,0.0,0.0,0.0,12.59,2.14,0.0
20200314:2030,0.0,0.0,0.0,11.92,1.86,0.0
20200314:2130,0.0,0.0,0.0,11.61,1.86,0.0
20200314:2230,10.15,23.62,4.87,11.36,2.0,0.0
20200314:2330,108.95,171.98,18.31,11.87,2.07,0.0
20200315:0030,239.57,318.69,31.64,14.29,2.62,0.0
20200315:0130,353.12,444.99,43.97,15.15,3.1,0.0
20200315:0230,440.69,547.33,54.64,15.86,3.38,0.0
20200315:0330,483.59,599.21,61.65,16.44,3.52,0.0
20200315:0430,483.35,599.71,62.08,16.81,3.59,0.0
20200315:0530,440.93,549.88,55.68,17.04,3.66,0.0
20200315:0630,359.47,456.0,45.3,17.07,3.79,0.0
20200315:0730,244.08,328.19,33.1,17.07,3.66,0.0
20200315:0830,113.85,181.96,20.07,16.68,3.66,0.0
20200315:0930,15.41,42.66,6.65,16.03,3.45,0.0
20200315:1030,0.0,0.0,0.0,15.18,2.97,0.0
20200315:1130,0.0,0.0,0.0,14.41,2.83,0.0
20200315:1230,0.0,0.0,0.0,13.67,2.69,0.0
20200315:1330,0.0,0.0,0.0,13.0,2.55,0.0
20200315:1430,0.0,0.0,0.0,12.41,2.48,0.0
20200315:1530,0.0,0.0,0.0,11.85,2.28,0.0
20200315:1630,0.0,0.0,0.0,11.52,2.28,0.0
20200315:1730,0.0,0.0,0.0,11.25,2.21,0.0
20200315:1830,0.0,0.0,0.0,11.05,2.28,0.0
20200315:1930,0.0,0.0,0.0,11.23,2.21,0.0
20200315:2030,0.0,0.0,0.0,11.0,2.21,0.0
20200315:2130,0.0,0.0,0.0,10.73,2.34,0.0
20200315:2230,11.23,25.12,5.11,10.5,2.55,0.0
20200315:2330,117.47,180.62,18.55,11.77,2.83,0.0
20200316:0030,251.53,334.78,31.91,15.61,3.52,0.0
20200316:0130,367.7,463.52,44.27,17.13,4.9,0.0
20200316:0230,448.56,556.17,54.99,17.91,5.38,0.0
20200316:0330,488.54,603.61,62.05,18.5,5.66,0.0
20200316:0430,487.19,602.65,62.45,18.87,5.79,0.0
20200316:0530,443.43,551.8,55.95,19.02,5.79,0.0
20200316:0630,359.83,456.57,45.49,19.02,5.72,0.0
20200316:0730,240.5,322.88,33.25,18.78,5.72,0.0
20200316:0830,113.82,181.24,20.19,18.26,5.52,0.0
20200316:0930,15.99,43.56,6.76,17.64,4.76,0.0
20200316:1030,0.0,0.0,0.0,16.75,4.07,0.0
20200316:1130,0.0,0.0,0.0,15.89,3.52,0.0
20200316:1230,0.0,0.0,0.0,15.18,3.17,0.0
20200316:1330,0.0,0.0,0.0,14.6,2.9,0.0
20200316:1430,0.0,0.0,0.0,13.96,2.55,0.0
20200316:1530,0.0,0.0,0.0,13.43,2.34,0.0
20200316:1630,0.0,0.0,0.0,13.29,2.14,0.0
20200316:1730,0.0,0.0,0.0,13.46,2.0,0.0
20200316:1830,0.0,0.0,0.0,14.09,1.93,0.0
20200316:1930,0.0,0.0,0.0,14.48,1.79,0.0
20200316:2030,0.0,0.0,0.0,14.73,1.79,0.0
20200316:2130,0.0,0.0,0.0,15.03,1.93,0.0
20200316:2230,8.69,29.64,5.34,15.01,1.86,0.0
20200316:2330,97.79,153.79,18.8,15.5,1.52,0.0
20200317:0030,182.39,246.79,32.18,18.09,1.52,0.0
20200317:0130,324.17,419.63,44.57,19.39,1.31,0.0
20200317:0230,407.45,528.83,55.35,20.88,0.76,0.0
20200317:0330,442.69,578.88,62.45,21.87,0.48,0.0
20200317:0430,407.52,530.22,62.82,22.45,0.76,0.0
20200317:0530,369.83,481.67,56.22,22.47,0.9,0.0
20200317:0630,271.08,356.98,45.69,22.3,0.97,0.0
20200317:0730,165.92,228.33,33.4,21.6,1.38,0.0
20200317:0830,74.88,122.99,20.31,20.61,1.59,0.0
20200317:0930,12.93,32.22,6.86,19.84,0.83,0.0
20200317:1030,0.0,0.0,0.0,19.11,0.62,0.0
20200317:1130,0.0,0.0,0.0,18.51,0.76,0.0
20200317:1230,0.0,0.0,0.0,17.82,0.97,0.0
20200317:1330,0.0,0.0,0.0,17.38,1.03,0.0
20200317:1430,0.0,0.0,0.0,17.17,0.62,0.0
20200317:1530,0.0,0.0,0.0,17.23,0.34,0.0
20200317:1630,0.0,0.0,0.0,17.01,0.48,0.0
20200317:1730,0.0,0.0,0.0,16.91,0.69,0.0
20200317:1830,0.0,0.0,0.0,16.83,0.62,0.0
